# RUTA1 — Plaza Tigo Torre 3 → UMG Antigua Jocotenango
# CIUDAD|id|nombre|lat|lon|alt|tipo|d0,d1,d2,d3,d4
# RUTA|idOrigen|idDestino|distancia|tiempoBase|velocidadMaxima|m0,m1,m2,m3,m4

CIUDAD|192|Calle de los Duelos, Antigua Guatemala #192|14.560343|-90.726707|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|193|1a Avenida Norte, Antigua Guatemala #193|14.562934|-90.729521|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|194|Candelaria, Antigua Guatemala #194|14.562550|-90.733070|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|195|Calle del Manchén, Antigua Guatemala #195|14.562667|-90.733796|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|196|Calle Ancha de los Herreros, Antigua Guatemala #196|14.564759|-90.736204|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|197|Calle Ancha de los Herreros, Antigua Guatemala #197|14.565534|-90.737470|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|198|El Manchén, Antigua Guatemala #198|14.566803|-90.737686|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|199|El Manchén, Antigua Guatemala #199|14.568263|-90.737646|1550.0|intermedio|0.0,0.5,0.2,0.6,0.1
CIUDAD|200|UMG Antigua Jocotenango|14.574884|-90.736153|1550.0|destino|0.0,0.8,0.3,1.0,0.2

RUTA|1|2|0.1951|0.5853|40|1.0,1.8,1.4,1.9,1.2
RUTA|2|3|0.0293|0.0879|40|1.0,1.8,1.4,1.9,1.2
RUTA|3|4|0.3357|1.0071|40|1.0,1.8,1.4,1.9,1.2
RUTA|4|5|0.1219|0.3657|40|1.0,1.8,1.4,1.9,1.2
RUTA|5|6|0.0798|0.2394|40|1.0,1.8,1.4,1.9,1.2
RUTA|6|7|0.3079|0.9237|40|1.0,1.8,1.4,1.9,1.2
RUTA|7|8|0.0581|0.1743|40|1.0,1.8,1.4,1.9,1.2
RUTA|8|9|0.1215|0.3645|40|1.0,1.8,1.4,1.9,1.2
RUTA|9|10|0.2010|0.6030|40|1.0,1.8,1.4,1.9,1.2
RUTA|10|11|0.1176|0.3528|40|1.0,1.8,1.4,1.9,1.2
RUTA|11|12|0.0796|0.2388|40|1.0,1.8,1.4,1.9,1.2
RUTA|12|13|0.4740|1.4220|40|1.0,1.8,1.4,1.9,1.2
RUTA|13|14|0.0562|0.1686|40|1.0,1.8,1.4,1.9,1.2
RUTA|14|15|0.0697|0.2091|40|1.0,1.8,1.4,1.9,1.2
RUTA|15|16|0.0707|0.2121|40|1.0,1.8,1.4,1.9,1.2
RUTA|16|17|0.1133|0.3399|40|1.0,1.8,1.4,1.9,1.2
RUTA|17|18|0.1401|0.4203|40|1.0,1.8,1.4,1.9,1.2
RUTA|18|19|0.0952|0.2856|40|1.0,1.8,1.4,1.9,1.2
RUTA|19|20|0.0785|0.2355|40|1.0,1.8,1.4,1.9,1.2
RUTA|20|21|0.0552|0.1656|40|1.0,1.8,1.4,1.9,1.2
RUTA|21|22|0.1243|0.3729|40|1.0,1.8,1.4,1.9,1.2
RUTA|22|23|0.0463|0.1389|40|1.0,1.8,1.4,1.9,1.2
RUTA|23|24|0.0778|0.2334|40|1.0,1.8,1.4,1.9,1.2
RUTA|24|25|0.1396|0.4188|40|1.0,1.8,1.4,1.9,1.2
RUTA|25|26|0.1394|0.4182|40|1.0,1.8,1.4,1.9,1.2
RUTA|26|27|0.0519|0.1557|40|1.0,1.8,1.4,1.9,1.2
RUTA|27|28|0.0696|0.2088|40|1.0,1.8,1.4,1.9,1.2
RUTA|28|29|0.2874|0.8622|40|1.0,1.8,1.4,1.9,1.2
RUTA|29|30|1.3182|3.9546|40|1.0,1.8,1.4,1.9,1.2
RUTA|30|31|0.1831|0.5493|40|1.0,1.8,1.4,1.9,1.2
RUTA|31|32|1.5593|4.6779|40|1.0,1.8,1.4,1.9,1.2
RUTA|32|33|0.3932|1.1796|40|1.0,1.8,1.4,1.9,1.2
RUTA|33|34|0.3830|1.1490|40|1.0,1.8,1.4,1.9,1.2
RUTA|34|35|0.1127|0.3381|40|1.0,1.8,1.4,1.9,1.2
RUTA|35|36|1.5182|4.5546|40|1.0,1.8,1.4,1.9,1.2
RUTA|36|37|0.2783|0.8349|40|1.0,1.8,1.4,1.9,1.2
RUTA|37|38|0.1666|0.4998|40|1.0,1.8,1.4,1.9,1.2
RUTA|38|39|0.2327|0.6981|40|1.0,1.8,1.4,1.9,1.2
RUTA|39|40|0.2850|0.8550|40|1.0,1.8,1.4,1.9,1.2
RUTA|40|41|0.2669|0.8007|40|1.0,1.8,1.4,1.9,1.2
RUTA|41|42|0.2091|0.6273|40|1.0,1.8,1.4,1.9,1.2
RUTA|42|43|0.1826|0.5478|40|1.0,1.8,1.4,1.9,1.2
RUTA|43|44|3.3930|10.1790|40|1.0,1.8,1.4,1.9,1.2
RUTA|44|45|0.2553|0.3404|80|1.0,1.5,1.3,1.6,1.2
RUTA|45|46|0.2133|0.2844|80|1.0,1.5,1.3,1.6,1.2
RUTA|46|47|2.6641|3.5521|80|1.0,1.5,1.3,1.6,1.2
RUTA|47|48|0.1081|0.1441|80|1.0,1.5,1.3,1.6,1.2
RUTA|48|49|0.1189|0.1585|80|1.0,1.5,1.3,1.6,1.2
RUTA|49|50|0.0476|0.0635|80|1.0,1.5,1.3,1.6,1.2
RUTA|50|51|0.1642|0.2189|80|1.0,1.5,1.3,1.6,1.2
RUTA|51|52|0.0555|0.0740|80|1.0,1.5,1.3,1.6,1.2
RUTA|52|53|0.0625|0.0833|80|1.0,1.5,1.3,1.6,1.2
RUTA|53|54|0.0524|0.0699|80|1.0,1.5,1.3,1.6,1.2
RUTA|54|55|0.1973|0.2631|80|1.0,1.5,1.3,1.6,1.2
RUTA|55|56|0.0768|0.1024|80|1.0,1.5,1.3,1.6,1.2
RUTA|56|57|0.0937|0.1249|80|1.0,1.5,1.3,1.6,1.2
RUTA|57|58|0.1118|0.1491|80|1.0,1.5,1.3,1.6,1.2
RUTA|58|59|0.0806|0.1075|80|1.0,1.5,1.3,1.6,1.2
RUTA|59|60|0.7593|1.0124|80|1.0,1.5,1.3,1.6,1.2
RUTA|60|61|0.0525|0.0700|80|1.0,1.5,1.3,1.6,1.2
RUTA|61|62|0.0490|0.0653|80|1.0,1.5,1.3,1.6,1.2
RUTA|62|63|0.1832|0.2443|80|1.0,1.5,1.3,1.6,1.2
RUTA|63|64|0.1096|0.1461|80|1.0,1.5,1.3,1.6,1.2
RUTA|64|65|0.1093|0.1457|80|1.0,1.5,1.3,1.6,1.2
RUTA|65|66|0.0952|0.1269|80|1.0,1.5,1.3,1.6,1.2
RUTA|66|67|0.3207|0.4276|80|1.0,1.5,1.3,1.6,1.2
RUTA|67|68|0.3633|0.4844|80|1.0,1.5,1.3,1.6,1.2
RUTA|68|69|0.1326|0.1768|80|1.0,1.5,1.3,1.6,1.2
RUTA|69|70|0.0796|0.1061|80|1.0,1.5,1.3,1.6,1.2
RUTA|70|71|0.1194|0.1592|80|1.0,1.5,1.3,1.6,1.2
RUTA|71|72|0.5190|0.6920|80|1.0,1.5,1.3,1.6,1.2
RUTA|72|73|0.1035|0.1380|80|1.0,1.5,1.3,1.6,1.2
RUTA|73|74|0.1111|0.1481|80|1.0,1.5,1.3,1.6,1.2
RUTA|74|75|0.1182|0.1576|80|1.0,1.5,1.3,1.6,1.2
RUTA|75|76|0.3096|0.4128|80|1.0,1.5,1.3,1.6,1.2
RUTA|76|77|0.0673|0.0897|80|1.0,1.5,1.3,1.6,1.2
RUTA|77|78|0.2623|0.3497|80|1.0,1.5,1.3,1.6,1.2
RUTA|78|79|0.0409|0.0545|80|1.0,1.5,1.3,1.6,1.2
RUTA|79|80|0.0797|0.1063|80|1.0,1.5,1.3,1.6,1.2
RUTA|80|81|0.2050|0.2733|80|1.0,1.5,1.3,1.6,1.2
RUTA|81|82|0.1418|0.1891|80|1.0,1.5,1.3,1.6,1.2
RUTA|82|83|0.1269|0.1692|80|1.0,1.5,1.3,1.6,1.2
RUTA|83|84|0.0753|0.1004|80|1.0,1.5,1.3,1.6,1.2
RUTA|84|85|0.1018|0.1357|80|1.0,1.5,1.3,1.6,1.2
RUTA|85|86|0.1696|0.2261|80|1.0,1.5,1.3,1.6,1.2
RUTA|86|87|0.0863|0.1151|80|1.0,1.5,1.3,1.6,1.2
RUTA|87|88|0.1824|0.2432|80|1.0,1.5,1.3,1.6,1.2
RUTA|88|89|0.2056|0.2741|80|1.0,1.5,1.3,1.6,1.2
RUTA|89|90|0.0628|0.0837|80|1.0,1.5,1.3,1.6,1.2
RUTA|90|91|0.0720|0.0960|80|1.0,1.5,1.3,1.6,1.2
RUTA|91|92|0.0670|0.0893|80|1.0,1.5,1.3,1.6,1.2
RUTA|92|93|0.1782|0.2376|80|1.0,1.5,1.3,1.6,1.2
RUTA|93|94|0.3281|0.4375|80|1.0,1.5,1.3,1.6,1.2
RUTA|94|95|0.1563|0.2084|80|1.0,1.5,1.3,1.6,1.2
RUTA|95|96|0.0610|0.0813|80|1.0,1.5,1.3,1.6,1.2
RUTA|96|97|0.0785|0.1047|80|1.0,1.5,1.3,1.6,1.2
RUTA|97|98|0.2016|0.2688|80|1.0,1.5,1.3,1.6,1.2
RUTA|98|99|0.0777|0.1036|80|1.0,1.5,1.3,1.6,1.2
RUTA|99|100|0.0927|0.1236|80|1.0,1.5,1.3,1.6,1.2
RUTA|100|101|0.2292|0.3056|80|1.0,1.5,1.3,1.6,1.2
RUTA|101|102|0.1855|0.2473|80|1.0,1.5,1.3,1.6,1.2
RUTA|102|103|0.1319|0.1759|80|1.0,1.5,1.3,1.6,1.2
RUTA|103|104|0.0665|0.0887|80|1.0,1.5,1.3,1.6,1.2
RUTA|104|105|0.1853|0.2471|80|1.0,1.5,1.3,1.6,1.2
RUTA|105|106|0.2906|0.3875|80|1.0,1.5,1.3,1.6,1.2
RUTA|106|107|0.0542|0.0723|80|1.0,1.5,1.3,1.6,1.2
RUTA|107|108|0.2447|0.3263|80|1.0,1.5,1.3,1.6,1.2
RUTA|108|109|0.1169|0.1559|80|1.0,1.5,1.3,1.6,1.2
RUTA|109|110|0.3921|0.5228|80|1.0,1.5,1.3,1.6,1.2
RUTA|110|111|0.1468|0.1957|80|1.0,1.5,1.3,1.6,1.2
RUTA|111|112|0.1734|0.2312|80|1.0,1.5,1.3,1.6,1.2
RUTA|112|113|0.2100|0.2800|80|1.0,1.5,1.3,1.6,1.2
RUTA|113|114|0.9733|1.2977|80|1.0,1.5,1.3,1.6,1.2
RUTA|114|115|0.1134|0.1512|80|1.0,1.5,1.3,1.6,1.2
RUTA|115|116|0.6818|0.9091|80|1.0,1.5,1.3,1.6,1.2
RUTA|116|117|0.1106|0.1475|80|1.0,1.5,1.3,1.6,1.2
RUTA|117|118|0.0835|0.1113|80|1.0,1.5,1.3,1.6,1.2
RUTA|118|119|0.2741|0.3655|80|1.0,1.5,1.3,1.6,1.2
RUTA|119|120|0.1836|0.2448|80|1.0,1.5,1.3,1.6,1.2
RUTA|120|121|0.1668|0.2224|80|1.0,1.5,1.3,1.6,1.2
RUTA|121|122|1.4682|1.9576|80|1.0,1.5,1.3,1.6,1.2
RUTA|122|123|0.1327|0.1769|80|1.0,1.5,1.3,1.6,1.2
RUTA|123|124|0.5902|0.7869|80|1.0,1.5,1.3,1.6,1.2
RUTA|124|125|0.3122|0.4163|80|1.0,1.5,1.3,1.6,1.2
RUTA|125|126|0.1767|0.2356|80|1.0,1.5,1.3,1.6,1.2
RUTA|126|127|0.2173|0.2897|80|1.0,1.5,1.3,1.6,1.2
RUTA|127|128|0.0454|0.0605|80|1.0,1.5,1.3,1.6,1.2
RUTA|128|129|0.1408|0.1877|80|1.0,1.5,1.3,1.6,1.2
RUTA|129|130|0.0793|0.1057|80|1.0,1.5,1.3,1.6,1.2
RUTA|130|131|0.0724|0.0965|80|1.0,1.5,1.3,1.6,1.2
RUTA|131|132|0.1757|0.2343|80|1.0,1.5,1.3,1.6,1.2
RUTA|132|133|0.1157|0.1543|80|1.0,1.5,1.3,1.6,1.2
RUTA|133|134|0.0624|0.0832|80|1.0,1.5,1.3,1.6,1.2
RUTA|134|135|0.0591|0.0788|80|1.0,1.5,1.3,1.6,1.2
RUTA|135|136|0.1194|0.1592|80|1.0,1.5,1.3,1.6,1.2
RUTA|136|137|0.1134|0.1512|80|1.0,1.5,1.3,1.6,1.2
RUTA|137|138|0.1487|0.1983|80|1.0,1.5,1.3,1.6,1.2
RUTA|138|139|0.0563|0.0751|80|1.0,1.5,1.3,1.6,1.2
RUTA|139|140|0.1751|0.2335|80|1.0,1.5,1.3,1.6,1.2
RUTA|140|141|0.2304|0.3072|80|1.0,1.5,1.3,1.6,1.2
RUTA|141|142|0.0959|0.1279|80|1.0,1.5,1.3,1.6,1.2
RUTA|142|143|0.0884|0.1179|80|1.0,1.5,1.3,1.6,1.2
RUTA|143|144|0.0587|0.0783|80|1.0,1.5,1.3,1.6,1.2
RUTA|144|145|0.1279|0.1705|80|1.0,1.5,1.3,1.6,1.2
RUTA|145|146|0.0669|0.0892|80|1.0,1.5,1.3,1.6,1.2
RUTA|146|147|0.1501|0.2001|80|1.0,1.5,1.3,1.6,1.2
RUTA|147|148|0.0249|0.0332|80|1.0,1.5,1.3,1.6,1.2
RUTA|148|149|0.2284|0.3045|80|1.0,1.5,1.3,1.6,1.2
RUTA|149|150|0.1552|0.2069|80|1.0,1.5,1.3,1.6,1.2
RUTA|150|151|0.2633|0.3511|80|1.0,1.5,1.3,1.6,1.2
RUTA|151|152|0.1711|0.2281|80|1.0,1.5,1.3,1.6,1.2
RUTA|152|153|0.4499|0.5999|80|1.0,1.5,1.3,1.6,1.2
RUTA|153|154|0.2602|0.3469|80|1.0,1.5,1.3,1.6,1.2
RUTA|154|155|0.0985|0.1313|80|1.0,1.5,1.3,1.6,1.2
RUTA|155|156|0.0608|0.0811|80|1.0,1.5,1.3,1.6,1.2
RUTA|156|157|0.1023|0.1364|80|1.0,1.5,1.3,1.6,1.2
RUTA|157|158|0.0166|0.0221|80|1.0,1.5,1.3,1.6,1.2
RUTA|158|159|0.1047|0.1396|80|1.0,1.5,1.3,1.6,1.2
RUTA|159|160|0.2775|0.3700|80|1.0,1.5,1.3,1.6,1.2
RUTA|160|161|0.2003|0.2671|80|1.0,1.5,1.3,1.6,1.2
RUTA|161|162|0.1319|0.1759|80|1.0,1.5,1.3,1.6,1.2
RUTA|162|163|0.2049|0.2732|80|1.0,1.5,1.3,1.6,1.2
RUTA|163|164|0.1839|0.2452|80|1.0,1.5,1.3,1.6,1.2
RUTA|164|165|0.0754|0.1005|80|1.0,1.5,1.3,1.6,1.2
RUTA|165|166|0.1364|0.1819|80|1.0,1.5,1.3,1.6,1.2
RUTA|166|167|0.1415|0.1887|80|1.0,1.5,1.3,1.6,1.2
RUTA|167|168|0.0606|0.0808|80|1.0,1.5,1.3,1.6,1.2
RUTA|168|169|0.0599|0.0799|80|1.0,1.5,1.3,1.6,1.2
RUTA|169|170|0.0615|0.0820|80|1.0,1.5,1.3,1.6,1.2
RUTA|170|171|0.0903|0.1204|80|1.0,1.5,1.3,1.6,1.2
RUTA|171|172|0.1320|0.1760|80|1.0,1.5,1.3,1.6,1.2
RUTA|172|173|0.1055|0.1407|80|1.0,1.5,1.3,1.6,1.2
RUTA|173|174|0.0556|0.0741|80|1.0,1.5,1.3,1.6,1.2
RUTA|174|175|0.0803|0.1071|80|1.0,1.5,1.3,1.6,1.2
RUTA|175|176|0.1383|0.1844|80|1.0,1.5,1.3,1.6,1.2
RUTA|176|177|0.2445|0.3260|80|1.0,1.5,1.3,1.6,1.2
RUTA|177|178|0.3885|0.5180|80|1.0,1.5,1.3,1.6,1.2
RUTA|178|179|0.2108|0.2811|80|1.0,1.5,1.3,1.6,1.2
RUTA|179|180|0.3514|0.4685|80|1.0,1.5,1.3,1.6,1.2
RUTA|180|181|0.0341|0.0455|80|1.0,1.5,1.3,1.6,1.2
RUTA|181|182|0.0934|0.1245|80|1.0,1.5,1.3,1.6,1.2
RUTA|182|183|0.2541|0.3388|80|1.0,1.5,1.3,1.6,1.2
RUTA|183|184|0.1883|0.2511|80|1.0,1.5,1.3,1.6,1.2
RUTA|184|185|0.1717|0.2289|80|1.0,1.5,1.3,1.6,1.2
RUTA|185|186|0.0396|0.0528|80|1.0,1.5,1.3,1.6,1.2
RUTA|186|187|0.0270|0.0360|80|1.0,1.5,1.3,1.6,1.2
RUTA|187|188|0.2277|0.3036|80|1.0,1.5,1.3,1.6,1.2
RUTA|188|189|0.3329|0.4439|80|1.0,1.5,1.3,1.6,1.2
RUTA|189|190|0.4009|1.2027|40|1.0,1.8,1.4,1.9,1.2
RUTA|190|191|0.1494|0.4482|40|1.0,1.8,1.4,1.9,1.2
RUTA|191|192|0.2421|0.7263|40|1.0,1.8,1.4,1.9,1.2
RUTA|192|193|0.4180|1.2540|40|1.0,1.8,1.4,1.9,1.2
RUTA|193|194|0.3843|1.1529|40|1.0,1.8,1.4,1.9,1.2
RUTA|194|195|0.0792|0.2376|40|1.0,1.8,1.4,1.9,1.2
RUTA|195|196|0.3482|1.0446|40|1.0,1.8,1.4,1.9,1.2
RUTA|196|197|0.1612|0.4836|40|1.0,1.8,1.4,1.9,1.2
RUTA|197|198|0.1430|0.4290|40|1.0,1.8,1.4,1.9,1.2
RUTA|198|199|0.1624|0.4872|40|1.0,1.8,1.4,1.9,1.2
RUTA|199|200|0.7536|2.2608|40|1.0,1.8,1.4,1.9,1.2
